Rank,Address,Name Tag,Balance,Percentage,Txn Count
999,0x88c0484300e9bdba36a1f82c15421bf2c86e0a65,,"10,000 ETH",0.00830404%,1
1000,0x40457f403f76fda0213790ef3ab7a7ac23cc7f1d,,"10,000 ETH",0.00830404%,1
1001,0x0bd141579d86f96a3a7354fe4c683bc77d73c129,,"10,000 ETH",0.00830404%,0
1002,0x5f0022e911a966137484a7f98c1d6d5529eaa4d0,,"10,000 ETH",0.00830404%,1
1003,0xa43b3a7fc3be6fea9c605f7cedc73d4d8f928e4b,,"10,000 ETH",0.00830404%,1
1004,0xe3a0e6acfeb43f4e1bf5be753088dde379161273,,"10,000 ETH",0.00830404%,1
1005,0xc074dd1d43342e797cdb680bb48aef5e8f1b4b27,,"10,000 ETH",0.00830404%,1
1006,0x0171f896002665c3ea3ed0c55f21026ca0a734a0,,"10,000 ETH",0.00830404%,1
1007,0x059551481976475ed8b62890f570457d61682d71,,"10,000 ETH",0.00830404%,1
1008,0x1353b50091b6a5e3643d3b08255f794ec8579955,,"10,000 ETH",0.00830404%,1
1009,0x3007c5f232a61206418a1d487ac86699eb71217f,,"10,000 ETH",0.00830404%,1
1010,0xb437f43ad845f966fe18950c4c540bef26802fd3,,"10,000 ETH",0.00830404%,1
1011,0xa29edf3c4d7349709f57fb5affb1ea7cecee1b7f,,"10,000 ETH",0.00830404%,1
1012,0xd7ac899f6f76be7278c70cc71b37e21350669743,,"10,000 ETH",0.00830404%,1
1013,0x7fae237f63992d32407cc74b4ad5c495f5709996,,"10,000 ETH",0.00830404%,1
1014,0xd2e2ed064664a7ebd1e75142f2fa744fe97425df,,"10,000 ETH",0.00830404%,1
1015,0x3c0c3a1df6ef1320006aacf1792489503467a238,,"10,000 ETH",0.00830404%,1
1016,0xd35297edf178d2fa55374f578c381ec379217c86,,"10,000 ETH",0.00830404%,1
1017,0x7e8f035b613d8073e37feac146cdb87cceff7198,,"10,000 ETH",0.00830404%,1
1018,0xca060aead23c6ef6dbc8ca281d7275985d979afb,,"10,000 ETH",0.00830404%,1
1019,0x89f7da9cd853dd055c1f7bf4cf15327bf537469b,,"10,000 ETH",0.00830404%,1
1020,0xeb47e5353256e196687eb0649b48eb14bc4c6c92,,"10,000 ETH",0.00830404%,1
1021,0x8fac44e97e90312fce3254cff74fd61f0fe1e7e8,,"10,000 ETH",0.00830404%,1
1022,0xd6ccdacc837f00ec5125fc173ffd01ba7849cfb7,,"10,000 ETH",0.00830404%,1
1023,0xb0781d1b70386b4aa5206c3565ade5df128be161,,"10,000 ETH",0.00830404%,1
1024,0xd546f97125f7969e4ca3ba44c6af33a85a22b00c,,"10,000 ETH",0.00830404%,1
1025,0x95f120a2ad5448041c1910fc36d60380c24cd4fd,,"10,000 ETH",0.00830404%,1
1026,0x14b4a4110cb7d684091b5901a6ef30ab082f9204,,"10,000 ETH",0.00830404%,1
1027,0x2888b2e250d2bf7145648d3763521df66be3c51a,,"10,000 ETH",0.00830404%,1
1028,0xd9ac6d27ed7093626b497f7c817822d6270c6e91,,"10,000 ETH",0.00830404%,3
1029,0x55de16080d11eea7dc4bb503884c4d1446480342,,"10,000 ETH",0.00830404%,1
1030,0x57b7904e9be6d1c353022f7262b04f96be14dffa,,"10,000 ETH",0.00830404%,1
1031,0xc9d83679adfe23d07e2cc91c5946861f1f24b346,,"10,000 ETH",0.00830404%,1
1032,0x1fdd50659fd48c748df039dc32420cd0e8c79cdb,,"10,000 ETH",0.00830404%,1
1033,0x02367833f3b379e66f4faf0ef015785b81b187fe,,"10,000 ETH",0.00830404%,1
1034,0x9eaa93e665cdb36ea5efaf0dad1441ea99d6be3a,,"10,000 ETH",0.00830404%,1
1035,0xb1881a34cae49022a98264ab945165fe8ba597ec,,"10,000 ETH",0.00830404%,1
1036,0x4372ba5e038e1c1dbec08225edc90879e00f5936,,"10,000 ETH",0.00830404%,1
1037,0xfbb23038fe6cfa16aa898d7dbca7c3269bdaf258,Bitstamp 11,"10,000 ETH",0.00830404%,2
1038,0x608627b4cbd2f6082faa231c601da7ea9a00d900,,"10,000 ETH",0.00830404%,1
1039,0xb1b4e2c3ade5965f68b9fdf81ad1c668f1d0ce6d,,"10,000 ETH",0.00830404%,1
1040,0x9a222d789e7304c79070a106f949d3d98b0a74d2,,"10,000 ETH",0.00830404%,3
1041,0xc071042622b54d8aad99b9c1d979e0a6c256abc5,,"10,000 ETH",0.00830404%,3
1042,0xce6ca7fc8eceb2d26a874f2f7ce54b21c0c2e59a,,"10,000 ETH",0.00830404%,1
1043,0x0b8428abd130eb4c6ffa9bc2d89bbbb1f3d09aa4,,"10,000 ETH",0.00830404%,1
1044,0x0a6700fd5c4b8d5928f7f31baf3abdd0d53fc940,,"10,000 ETH",0.00830404%,1
1045,0x7ad8df872e3d0933d47575c70fe22aedc7ae6ea9,,"10,000 ETH",0.00830404%,1
1046,0x73ea72ac2059e71dbaa3a8bb30144fb2d7a684f9,,"10,000 ETH",0.00830404%,1
1047,0x98107accd605e72a96de0013344d3b3981104cc7,,"10,000 ETH",0.00830404%,1
1048,0x0b6c04721f05913c8a3d004e0e4eef4512f3f6b7,,"10,000 ETH",0.00830404%,1
1049,0xbf9d2a652eedfcc38c6227cdb880a8bf1fe7953a,,"10,000 ETH",0.00830404%,1
1050,0x518b82370bc31ebb96922ec257d92517d7387615,Bitstamp 19,"10,000 ETH",0.00830404%,2
1051,0x3924435577d67066120589afdfbd14232eab2b7a,,"10,000 ETH",0.00830404%,5
1052,0x066647cfc85d23d37605573d208ca154b244d76c,,"10,000 ETH",0.00830404%,1
1053,0xef0683bef79b7ad85573415c781edfde8bec65b1,Fake_Phishing201322,"10,000 ETH",0.00830404%,2
1054,0x5bd23547477f6d09d7b2a005c5ee650c510c56d7,,"10,000 ETH",0.00830404%,1
1055,0xcd59f3dde77e09940befb6ee58031965cae7a336,,"10,000 ETH",0.00830404%,1
1056,0xd73f911fc8dbd9bb090eb6aace3093bfdfb8d3ce,,"9,999.99703165 ETH",0.00830404%,2
1057,0xc19aebc165869496b4af8d86d2494ddc8927231a,,"9,999.996 ETH",0.00830404%,3
1058,0x4b5d3010905e0a2f62cce976d52c4f6eb5e545a5,,"9,999.98941549 ETH",0.00830403%,9
1059,0xa2cbd7ba4b5767e7eda25ecca1ce5b65e2c9409b,,"9,999.97840006 ETH",0.00830402%,2
1060,0x21dbdb817a0d8404c6bdd61504374e9c43c9210e,,"9,999.90134309 ETH",0.00830396%,7
1061,0xd1dd34e87aeb9dc900c766d98b5376e41938bf03,,"9,999.74172185 ETH",0.00830382%,3
1062,0xa2858077cddfc3b2fa16ea17b4121717915651c1,,"9,999.69648301 ETH",0.00830379%,6
1063,0xed9666354fea95a24195ec40f27ef861cf08b981,,"9,999.68377264 ETH",0.00830378%,6
1064,0x68d60195e97a75e85d13dec327ffefacc4cdb9fe,,"9,999.5970953 ETH",0.00830370%,2
1065,0xd56c29eb4f4b3468902db986fcbecebe6fb7adb4,,"9,999.59288969 ETH",0.00830370%,2
1066,0x52b19a80695a09d553d805877f437dda5a18ac1e,,"9,999.2088709 ETH",0.00830338%,4
1067,0xf3bd8f3381cdd795e9727789d0b7972ef8f5666e,,"9,991.03275 ETH",0.00829659%,5
1068,0xe98397f0e6373b63a1c3e2a3d04e9f8f2fe17eea,,"9,989.12240779 ETH",0.00829501%,1
1069,0x2d146aa23645950fdefbb23f636a5d1674fe1047,Fake_Phishing201324,"9,983.99961139 ETH",0.00829075%,5
1070,0x45060f77491a404a261c37f77d2fdbc9633c8bd9,,"9,979.97440099 ETH",0.00828741%,45
1071,0x177a33ad66545928eb73e44b06a90540773ffa24,,"9,976.07591827 ETH",0.00828417%,7
1072,0x3a8efda4f6bbe967fc4fdd6ff4742080bc1de3bf,,"9,971.08828399 ETH",0.00828003%,5
1073,0xf732ccc723213d4bfc346bd346b51f150361cd79,,"9,965.2578811 ETH",0.00827519%,19
1074,0x4003399e77af1f556455516dc983102351cdeb01,,"9,962.49941158 ETH",0.00827290%,3
1075,0xaefebdb57e2feae2eee6f2c37dbc5fa10d42cf2d,,"9,931.436018 ETH",0.00824710%,1
1076,0xa3d596eafab6b13ab18d40fae1a962700c84adea,,"9,922.34135634 ETH",0.00823955%,59
1077,0xab9566c24df471eaf433ffbaf179f464a557d94e,,"9,921.37592238 ETH",0.00823875%,2
1078,0x8076de48b130d169b1bfd9080e7f83932b2ef24f,,"9,916 ETH",0.00823429%,1
1079,0x3f41d650a3ce99baa2832f120bf5f07123ed5d69,,"9,899.97606 ETH",0.00822098%,1
1080,0xdfc3653588183f0d5c79a42776830106486b8a34,,"9,893.23671243 ETH",0.00821538%,1
1081,0x034032b0c049cfd5f61e99f8f0710556e7df553a,,"9,891.26339068 ETH",0.00821374%,124
1082,0x97505eb589b9cb68c9f993f20081009d05cb0e8c,,"9,886.97753509 ETH",0.00821018%,11
1083,0xb5eb74cc4dc944f0da9566fa44b7412ec312f3fe,,"9,877.87330142 ETH",0.00820262%,5
1084,0x33fef238dc09bddfdc733b42451f98276e5e5985,,"9,869.91555517 ETH",0.00819602%,6
1085,0xce62390ff8b0ee9b11edb0d567b04586cef5833a,,"9,867.01411209 ETH",0.00819361%,95
1086,0x378cdc4e9e9bccd7aeda011888ecf6a8528271fb,Fee Recipient: 0x37...1FB,"9,863.70503718 ETH",0.00819086%,"5,268"
1087,0x09aab9e78a539e8a26cb693ca208a3c99f14ef21,,"9,863.53020044 ETH",0.00819071%,7
1088,0x13a2721369ad7967c508c89c36ba6a8e1d750222,,"9,858.1260382 ETH",0.00818623%,97
1089,0x0e6d1260010a820e001d32ba6e49bf7f873c047a,,"9,855.0011591 ETH",0.00818363%,16
1090,0xa36d12f79169cb1e5677eb3815346cd1de20cd4e,,"9,843 ETH",0.00817367%,1
1091,0x5a4f0a702f1f864bfc3fef7d312212bfd922ec5b,,"9,836.34882669 ETH",0.00816814%,1
1092,0x3dcd969ee88d1a5b3f5bd90ebc29253128647740,,"9,836 ETH",0.00816785%,1
1093,0xaa16ff2000885e9a2e725e84179bbb62427c6067,,"9,823.14790133 ETH",0.00815718%,34
1094,0x3a2e57560da206ae0535c5fe98f5bf233b304b02,,"9,812.99389423 ETH",0.00814875%,1
1095,0x741a816aec3b183d29117bad0906f1f15233c360,,"9,811.30089439 ETH",0.00814734%,24
1096,0x268e811fa91b55ffb6e92907c6515909ff23eea0,,"9,805 ETH",0.00814211%,1
1097,0x0650e9308850a44300de044474dbadd8fc38026c,,"9,802.6839456 ETH",0.00814019%,1
1098,0x177d756d34d1763962cb61446cfc427ff3e6ee44,,"9,800.002 ETH",0.00813796%,2
1099,0x19a1cc5301589eb80a8d07c0f5475997bbef1f80,,"9,800.002 ETH",0.00813796%,2
1100,0x30a02abf6421957db3c25ab4bac048cbf4807b1a,,"9,800.001 ETH",0.00813796%,2
1101,0x546b44d5c69c331a5f98d21f0318f762b420af84,,"9,800 ETH",0.00813796%,1
1102,0xa6694389fc8fd1161abeebab4171bc92bf57d15e,,"9,800 ETH",0.00813796%,1
1103,0x481c9cefeca4d50fb31fb32d852b0838b44c2449,,"9,800 ETH",0.00813796%,1
1104,0x2b93c057f1ec01926fa4feb75310510f807c415d,,"9,800 ETH",0.00813796%,1
1105,0x23042bc51e20d5d376a9de40b47117751b043b5e,,"9,800 ETH",0.00813796%,1
1106,0x5b9d696b46454e6a9450d0281866a6a6c0740788,,"9,800 ETH",0.00813796%,1
1107,0xb87c8b82aa9f48e9f4f85c826028901ae69b775e,,"9,800 ETH",0.00813796%,1
1108,0x736de6dbd3e15a7ba020202f95582e0062f013a3,,"9,800 ETH",0.00813796%,1
1109,0xb0d9d83304152eaf4179109dfee0cd88fe4a9ef3,,"9,800 ETH",0.00813796%,1
1110,0x6bec1049e676d6e71f7578bdc05d8a03d7a1931f,,"9,800 ETH",0.00813796%,1
1111,0xa993c1526ad7b0d3bbf721d353d509edae948a73,,"9,799.99999999 ETH",0.00813796%,1
1112,0xe7155279a4cb7ae0912bb5e67f9576465aa9151f,,"9,798.93364684 ETH",0.00813707%,5
1113,0xf3315095db3f53af331a83cee931b1e3751cfc8f,,"9,779 ETH",0.00812052%,3
1114,0x41958b04337651c73350415b1950b2049d69b40b,,"9,764 ETH",0.00810806%,1
1115,0xfd2001ab71878c33c462e32fad3b5cbd7602f7ed,,"9,754.7086059 ETH",0.00810035%,4
1116,0xb9711550ec6dc977f26b73809a2d6791c0f0e9c8,Cobo Custody 3,"9,746.19817442 ETH",0.00809328%,"1,600"
1117,0xb55703d907c93cfc1632c994a0202e42877c07ff,,"9,742.49716005 ETH",0.00809021%,38
1118,0xda6e30287757c544638378478aa70c7b970576b5,,"9,741.41735342 ETH",0.00808931%,30
1119,0x7aad70f2d9a1b3e3c1c1db4ae1f1eb5c1e32ab6d,,"9,723.06241087 ETH",0.00807407%,15
1120,0xc8395c066a8457d646d991f31ad6d8951d7162b4,,"9,700.008 ETH",0.00805492%,2
1121,0xcda68773011ff8d36ce165091be4959898b06f1c,,"9,700 ETH",0.00805492%,1
1122,0x482d65a58e8722025022ab68de8f91c6136dd861,,"9,700 ETH",0.00805492%,1
1123,0x0569ffde3ed2f3802cbec6106014532a5de8b191,,"9,700 ETH",0.00805492%,1
1124,0xa31ddf9715132a2f78e3b52a7ee841327d7495c7,,"9,700 ETH",0.00805492%,1
1125,0x733639079f43ca1ca1f05daaeabf015e0faf5166,,"9,700 ETH",0.00805492%,1
1126,0x491d2f947369a24915ff2b05324cdfaa1b892e7c,,"9,700 ETH",0.00805492%,1
1127,0x1f4a0a7c953397f6d486acdb7271890d1e5426b7,,"9,700 ETH",0.00805492%,1
1128,0x2d609485b0dbe2721ae07981f9af3a51fea02ab9,,"9,699.999 ETH",0.00805492%,3
1129,0xe6c61d62411a5ede0213646596b9264b5926d0af,,"9,699.997 ETH",0.00805492%,3
1130,0xdaedd4f2150f547ebfd49459e7b6468cc90065a2,,"9,699.27797736 ETH",0.00805432%,2
1131,0xbcbc56d24595a231fc8dfd2a2aa1cdc3683a5138,,"9,697.07312454 ETH",0.00805249%,4
1132,0x669c35897857ba63cff1cde9618ee40be3c04ea6,,"9,696.81213654 ETH",0.00805227%,1
1133,0x24efa0f9aa3c020e980ab9cf5e396327e9d54ce5,,"9,696.40514454 ETH",0.00805193%,3
1134,0xd68fb33e14bc9bfd95854226262148c85c32db1d,,"9,694.999 ETH",0.00805077%,3
1135,0x1eba5f237543cc08d67195649e9e06ace6aa46b3,,"9,694.40641532 ETH",0.00805027%,8
1136,0x3877d4fadabdb513a370a4381bbb1509e60290bb,,"9,691.10282812 ETH",0.00804753%,1
1137,0xdb91d91e813e743e549d5d912e32900ed1701e38,,"9,687.99953443 ETH",0.00804495%,18
1138,0x5d026086ecbf2c6761bbe176464da5c90d92fa55,,"9,680.00571604 ETH",0.00803831%,5
1139,0x0aaefbcb185d83b0526a555c6c7ffebde11b4efb,,"9,673.03317233 ETH",0.00803252%,4
1140,0x716ba01ead2a91270635f95f25bfaf2dd610ca23,,"9,660.99075564 ETH",0.00802252%,34
1141,0xcafeaf6ea90cb931ae43a8cf4b25a73a24cf6158,,"9,633.97352192 ETH",0.00800009%,0
1142,0x7bd00d1af084c75af8034f1e4f842127f70829b4,,"9,611.51795223 ETH",0.00798144%,1
1143,0x93ee407949aec51d5839b41bf136d289aaf1b059,,"9,582.17964029 ETH",0.00795708%,3
1144,0xe6f1c974cdf1e99391431c1fae6a1feb273f815f,,"9,566.8575824 ETH",0.00794436%,1
1145,0xda442516da85879e632e90885b54792c3b9fc9d3,,"9,563.96499558 ETH",0.00794195%,2
1146,0x48e2dd5c9bde84916bc1dbaa976ac1cf2a8d7033,,"9,557.006 ETH",0.00793618%,2
1147,0x15abb66ba754f05cbc0165a64a11cded1543de48,Galaxy Digital: 0x15a...E48,"9,518.67925529 ETH",0.00790435%,"2,652"
1148,0xbbe8e404a5fccaa421f18617c4f381e8a4c1d9e1,,"9,502.11407525 ETH",0.00789059%,14
1149,0x009b60aab8e64c8f5fe449bd96fa78b1a7fffcc5,Orbit Bridge Exploiter 4,"9,500.00613286 ETH",0.00788884%,10
1150,0x63d3cecc44730b079210e14c8215910d7c9ba031,,"9,499.78027086 ETH",0.00788865%,18
1151,0xc535c8deb194f3dfaa7fb5269b3e7d769f25b711,,"9,498.97847653 ETH",0.00788799%,6
1152,0xfe80804d2e3ab78a13ce90f45b2803cf9bbd1f51,Remitano 3,"9,497.93168368 ETH",0.00788712%,"12,249"
1153,0xc759cd63f04cf102bd53fd04dbc25e98ec4c1d9c,,"9,478.12893011 ETH",0.00787068%,10
1154,0xed9b8f05224b881a222ece2e20bd2f4bdb71d0f8,,"9,467.08165682 ETH",0.00786150%,484
1155,0x01b64ec97c01219d3462be8355855e14a9a036c4,,"9,462.66851149 ETH",0.00785784%,80
1156,0x1585767d9fa3c8c612f7aa1c2d433a01b2b167da,,"9,448.54296112 ETH",0.00784611%,39
1157,0x98f4af3af0aede5fafdc42a081ecc1f89e3ccf20,,"9,400 ETH",0.00780580%,2
1158,0x2e2474172b94bcdc5badb69bc66a2d80d01930f8,,"9,399.925 ETH",0.00780573%,2
1159,0xfe99501df2f0001eeebb77f9683751c044c668e3,,"9,389.35317925 ETH",0.00779696%,1
1160,0x88aa042c4aae423e0f1bb48542b473d1dd20a807,,"9,383 ETH",0.00779168%,114
1161,0x69b88cc44ca70008237017a5c8d7161bef0ec043,,"9,368.78539324 ETH",0.00777988%,15
1162,0xed805ac246f441ea0d057b81d910ef1e39eb5995,,"9,365.21792052 ETH",0.00777691%,7
1163,0xcc1f4719286a9821dcbb8fb5f3a4705b0086a8bd,,"9,361.29971655 ETH",0.00777366%,1
1164,0x1f77a10cf76d6da3659774ca67ae3c577a499f91,,"9,353 ETH",0.00776677%,3
1165,0x2e8e9a657f38ff39a51c3b68741c89d0ac7e8f90,,"9,344.60715152 ETH",0.00775980%,32
1166,0x0ea2a210312b3e867ee0d1cc682ce1d666f18ed5,,"9,314.49439205 ETH",0.00773479%,22
1167,0xfb1f0e24e3df3e7165c17c668316d70e77563884,,"9,298.47597914 ETH",0.00772149%,16
1168,0x2bce681cb725bb848ec82c28f848ab1454073471,,"9,298.38561608 ETH",0.00772142%,5
1169,0x446b26af2b0c652551d5a25dee7aece5e19e1f8e,,"9,292.4199143 ETH",0.00771646%,31
1170,0xcffad3200574698b78f32232aa9d63eabd290703,Crypto.com 5,"9,288.9864909 ETH",0.00771361%,"1,157,605"
1171,0xba943bf9c172a71e6c43b4a8c2193523bbabd229,,"9,274.23807936 ETH",0.00770136%,1
1172,0x4d31998c8a4d00648d4db75982e8dfbbeb0af313,,"9,259.10599559 ETH",0.00768880%,7
1173,0x496e319592b341eaccd778dda7c8196d54cac775,,"9,250 ETH",0.00768124%,2
1174,0x150345d208c06ab5b9f2d635aeb9154433b21265,,"9,235.53154512 ETH",0.00766922%,1
1175,0x4de76b3dfd38292ba71cf2465ca3a1d526dcb567,Fake_Phishing201323,"9,229.0837596 ETH",0.00766387%,14
1176,0xed69da639c1cb32e4899cf5baf7cb70c197c83d7,,"9,200.90415757 ETH",0.00764047%,51
1177,0xcc979d2d40ccfaa353fd2e892d3f1aaefb6975ca,,"9,200 ETH",0.00763972%,1
1178,0x511101683b54b1d86443af45483345eeeb605eec,,"9,199.64526032 ETH",0.00763942%,77
1179,0x67890c9fd859db3fba4c16c295a09cb5099ccc61,,"9,133.44228047 ETH",0.00758445%,47
1180,0x1ab1335f0d90954be0d164ba056d375065a978e6,,"9,127.98151393 ETH",0.00757991%,36
1181,0xbd195e44c8106538ff83652b2d8155b13007731b,,"9,111.29760637 ETH",0.00756606%,3
1182,0x0196f2aa9711ca84e2434a99daac8f085a967619,,"9,075.01133687 ETH",0.00753592%,49
1183,0x8b34b14c7c7123459cf3076b8cb929be097d0c07,Mode: Optimism Portal Proxy,"9,061.76029478 ETH",0.00752492%,"22,378"
1184,0x6890a72965d9c54316a0f345d736f28849328024,,"9,054.781125 ETH",0.00751913%,20
1185,0x83ff6156b6f6db6a2db15ebf8003fcee903f15f9,,"9,046.78686642 ETH",0.00751249%,14
1186,0x37b8f0f3164a28fa698bd357b34a8838a5da2f3b,,"9,042.40742991 ETH",0.00750885%,84
1187,0x5e83cc4ac5d5e30d0fcd1522d76403cd634c6e36,,"9,035.97577084 ETH",0.00750351%,1
1188,0x4e8c4b49e291a5f6ad68daad5ea6c1f708352bf2,,"9,025.56470268 ETH",0.00749486%,2
1189,0x67492f474b06deab70bdd94cc7f66fef02ccd50c,,"9,005.20714632 ETH",0.00747796%,199
1190,0x4b47bf4fd5d14b4d91344ae78f75343827c68924,,"9,000.05217886 ETH",0.00747368%,15
1191,0xf11b28948c02d83ff05b40226c56021eef99e2d9,,"8,999.9994319 ETH",0.00747363%,2
1192,0xece6033a2377ddff770ce2e52e91f316bae2f127,,"8,960.992595 ETH",0.00744124%,3
1193,0xd2b5a58b69b41fc39a19f5b1a573f916a6229c81,,"8,927.72380097 ETH",0.00741362%,5
1194,0xf65c3951bc12ae8e6b10c25e8a4eba850895a271,,"8,914.46889658 ETH",0.00740261%,1
1195,0x9d6793fda015c9e9978e435a2e865b339ac17de0,,"8,885.11424164 ETH",0.00737823%,1
1196,0x930a2ff879bc6621a8ba2e053636084649de408d,,"8,876.18447267 ETH",0.00737082%,57
1197,0x7a7a4f807357a4bbe68e1aa806393210c411ccb3,,"8,859.64046991 ETH",0.00735708%,83
1198,0x6bd869be16359f9e26f0608a50497f6ef122ee3e,,"8,856.11158805 ETH",0.00735415%,49
1199,0x1c74c7cf21adfff49affd385c11a14dbbb6aa044,,"8,842.36500471 ETH",0.00734273%,61
1200,0x9da3302240af0511c6fd1857e6ddb7394f77ab6b,,"8,828.94146119 ETH",0.00733159%,30
1201,0x0e5f49f732a3b3eab25f3e39fb106ddba53a5cf4,,"8,825.65262274 ETH",0.00732886%,65
1202,0x70281497d7c1de0c70a0d70cb5430124a5d33b06,,"8,800.49967226 ETH",0.00730797%,7
1203,0x118c18b2dce170e8f445753ba5d7513cb7636d2d,,"8,800 ETH",0.00730755%,2
1204,0xd642eaab8d8f7f6c91bf062a5354c6e4d1ef7fb1,,"8,796.95275857 ETH",0.00730502%,11
1205,0xa74e8ae2f83d2564af25420ad4d6a7fe224b053f,,"8,785.71260238 ETH",0.00729569%,47
1206,0xc095e413dbdfa46be1dbac8e5fd8398e942f02d6,,"8,776.52436423 ETH",0.00728806%,"4,727"
1207,0x4244a400c55958de14d47064e89dc039105ef20f,,"8,750.87698218 ETH",0.00726676%,4
1208,0x12b7f25f2d6b6b0e990fedc49df015bf8a499799,,"8,696 ETH",0.00722119%,5
1209,0xf9cd17e1d9b7c6bb227435c2203d1577a8e7f020,,"8,690.52688557 ETH",0.00721665%,17
1210,0x8c33d309157553d69413d98ea853424689c0c2b1,,"8,676.67207786 ETH",0.00720514%,4
1211,0xa85e997ca87f521d51788d095cd023019e761bf9,,"8,663.47383334 ETH",0.00719418%,94
1212,0x52aa899454998be5b000ad077a46bbe360f4e497,,"8,661.03548746 ETH",0.00719216%,2
1213,0xc76c7253592e27f090019f9949585366f799d6f7,,"8,654.44310323 ETH",0.00718668%,555
1214,0x19184ab45c40c2920b0e0e31413b9434abd243ed,Coinspot 2,"8,634.06811924 ETH",0.00716976%,416
1215,0xf7d13c7dbec85ff86ee815f6dcbb3dedac78ca49,Phemex 2,"8,609.9581865 ETH",0.00714974%,"5,504"
1216,0x4b9b50a1a3572b0c75e871d07f1f9337d8a6eea8,,"8,605.98045191 ETH",0.00714644%,5
1217,0x9c6470e8130e927865c60395272ef6dbd61c5ca1,,"8,600.001 ETH",0.00714147%,5
1218,0x77982c9f1b231bce3f03e712a09462863e73ee29,,"8,600 ETH",0.00714147%,1
1219,0x143221bd51dba017bcd33d5b65b8c576b7797355,,"8,600 ETH",0.00714147%,1
1220,0xf4e4b05b504ffcdedda1f07d07255890a92a643e,,"8,599.99700001 ETH",0.00714147%,4
1221,0xd54fec9dc443d3632f1aec51e747f67333a466da,,"8,595.93841403 ETH",0.00713810%,2
1222,0x2af32a0e077ca5271ff7f18f654b638a72124f2e,,"8,553.61277344 ETH",0.00710295%,1
1223,0xf974168f4024b1dc0b5bcf41d7be86c56948bbbd,,"8,552.61366959 ETH",0.00710212%,82
1224,0x94449c01b32a7fa55af8104f42cdd844aa8cbc40,,"8,547.999118 ETH",0.00709829%,4
1225,0x237b3fddafd7f84ca6283750b02497aebc7d29fe,,"8,535.59968736 ETH",0.00708800%,5
1226,0xaba07ff32ea92235a5fc3d60944a2b898e976c6f,,"8,507.09433614 ETH",0.00706432%,199
1227,0x58a5ab1fce22a453efc0e304531b876429028bb8,,"8,505.07803072 ETH",0.00706265%,1
1228,0xfefad2b50f3bfc0fbe899f3b6ba489eaf9e7b650,,"8,500 ETH",0.00705843%,1
1229,0xccf4246e36e158258ed4cb34fdbac6863da7b526,,"8,500 ETH",0.00705843%,1
1230,0x602dbf79e0c4f8e90bb97bdd0a2f068b59924f4d,,"8,495.27415922 ETH",0.00705451%,31
1231,0xa7b350b11aa0d8215dd0ce0412c13cff7e36f5c8,,"8,488.283842 ETH",0.00704870%,27
1232,0xf59c58337f66438de81570d8f76bfc67aa0788a5,,"8,480.059916 ETH",0.00704187%,10
1233,0x327eb8aa24e09be3fb7af5844657870d513687c5,Grayscale: Ethereum Mini Trust 11,"8,478.9901335 ETH",0.00704099%,1
1234,0xb7240af2af90b33c08ae9764103e35dce3638428,,"8,464.547 ETH",0.00702899%,2
1235,0x8e9227f1d526d03789f8c09c2b5944eb53e6d5ec,,"8,453.57005391 ETH",0.00701988%,1
1236,0x0cb1d4a24292bb89862f599ac5b10f42b6de07e4,,"8,452.39324236 ETH",0.00701890%,"2,261"
1237,0x13288f3f4d784377a1d94eea529e5955c57a54e5,,"8,411.41141253 ETH",0.00698487%,33
1238,0xd46914c273443505563d346f98d41f6a40dff36c,Bitstamp 40,"8,404 ETH",0.00697871%,2
1239,0xf3348d6994c1d25ca95a79b996e378f8e4ed22ac,,"8,402 ETH",0.00697705%,1
1240,0x4daf24cb5ac80f56df1c342f77fe3f5a364645ed,,"8,392.74693944 ETH",0.00696937%,5
1241,0x3136ed252d6ec340c7d2fb1285c15add1fd4e0fa,,"8,386.62099776 ETH",0.00696428%,214
1242,0xa178ff321335bb777a7e21a56376592f69556b9c,,"8,382.94597166 ETH",0.00696123%,32
1243,0xca8d6f69d8f32516a109df68b623452cc9f5e64d,,"8,369.22509746 ETH",0.00694984%,57
1244,0x55152e90293b52ed08f4cdc9b60aa4ebefa3c635,,"8,369 ETH",0.00694965%,8
1245,0x95fbc2cdf2c1482a4917afc5d5e204af2856863f,,"8,360 ETH",0.00694218%,11
1246,0x77b2043768d28e9c9ab44e1abfc95944bce57931,Stargate: Pool Native,"8,358.06008993 ETH",0.00694057%,"51,392"
1247,0xd60247c6848b7ca29eddf63aa924e53db6ddd8ec,Taiko: Bridge,"8,355.82097556 ETH",0.00693871%,"37,580"
1248,0x525fc5d4fca3bac67b150cd7821816dccf4471b7,,"8,351.85886172 ETH",0.00693542%,9
1249,0x50d1b550f854b785cedf754114e28d496c8a89c1,,"8,342.46611128 ETH",0.00692762%,697
1250,0xf219bf96b7a5a012a2c9f4c15bee96cdf8f4d58d,,"8,284.90132911 ETH",0.00687981%,339
1251,0x856442d44ffde0fc090e7a4d1b92c9dac57af4b7,,"8,272.89574828 ETH",0.00686984%,20
1252,0x92f3da97f4a17708233452e6a66cde76a80a1938,,"8,250.4353481 ETH",0.00685119%,8
1253,0xcbe36050a50e3d3e6077494f4d9ad81ec3a6e7d4,,"8,249.87233485 ETH",0.00685073%,6
1254,0x40515c367b37da87cb8857300fb942a5b150b6b1,,"8,234.32187298 ETH",0.00683781%,22
